data,produto,categoria,regiao,canal_venda,quantidade,preco_unitario,desconto_percentual,receita_bruta,receita_liquida
2023-02-17,Mesa Escritório,Móveis,Norte,Online,6,1400,0.0,8400,8400.0
2023-09-01,Cadeira Gamer,Móveis,Norte,Loja Física,6,950,0.0,5700,5700.0
2023-04-04,Webcam,Eletrônicos,Sul,Online,4,420,0.1,1680,1512.0
2023-05-04,Smartphone,Eletrônicos,Sul,Online,4,2800,0.0,11200,11200.0
2023-11-13,Cadeira Gamer,Móveis,Sudeste,Online,3,950,0.0,2850,2850.0
2023-12-13,Fone Bluetooth,Eletrônicos,Sudeste,Marketplace,8,350,0.15,2800,2380.0
2023-01-22,Armário,Móveis,Nordeste,Loja Física,6,1800,0.15,10800,9180.0
2023-10-22,Smartphone,Eletrônicos,Norte,Loja Física,8,2800,0.0,22400,22400.0
2023-07-23,Monitor,Eletrônicos,Norte,Loja Física,3,1100,0.0,3300,3300.0
2023-09-02,Livro Técnico,Livros,Nordeste,Loja Física,1,200,0.15,200,170.0
2023-12-18,Teclado,Eletrônicos,Norte,Loja Física,8,250,0.0,2000,2000.0
2023-06-11,Webcam,Eletrônicos,Sul,Loja Física,1,420,0.0,420,420.0
2023-10-25,Mouse,Eletrônicos,Norte,Loja Física,6,120,0.05,720,684.0
2023-04-06,Livro Técnico,Livros,Nordeste,Loja Física,5,200,0.0,1000,1000.0
2023-11-10,Cadeira Gamer,Móveis,Centro-Oeste,Loja Física,6,950,0.0,5700,5700.0
2023-04-18,Mesa Escritório,Móveis,Centro-Oeste,Loja Física,6,1400,0.05,8400,7980.0
2023-08-19,Teclado,Eletrônicos,Sul,Online,3,250,0.15,750,637.5
2023-05-19,Monitor,Eletrônicos,Sul,Online,7,1100,0.1,7700,6930.0
2023-03-18,Armário,Móveis,Centro-Oeste,Loja Física,1,1800,0.0,1800,1800.0
2023-03-10,Fone Bluetooth,Eletrônicos,Nordeste,Loja Física,6,350,0.1,2100,1890.0
2023-10-15,Curso Online,Educação,Sudeste,Marketplace,1,500,0.1,500,450.0
2023-03-25,Notebook,Eletrônicos,Centro-Oeste,Marketplace,4,3500,0.05,14000,13300.0
2023-02-19,Armário,Móveis,Nordeste,Loja Física,6,1800,0.05,10800,10260.0
2023-10-14,Livro Técnico,Livros,Sudeste,Loja Física,5,200,0.05,1000,950.0
2023-03-04,Cadeira Gamer,Móveis,Norte,Marketplace,4,950,0.15,3800,3230.0
2023-11-29,Livro Técnico,Livros,Nordeste,Loja Física,3,200,0.05,600,570.0
2023-12-11,Livro Técnico,Livros,Sudeste,Loja Física,8,200,0.1,1600,1440.0
2023-11-11,Smartphone,Eletrônicos,Sul,Marketplace,8,2800,0.0,22400,22400.0
2023-06-22,Mesa Escritório,Móveis,Sudeste,Online,7,1400,0.0,9800,9800.0
2023-06-25,Monitor,Eletrônicos,Nordeste,Marketplace,6,1100,0.05,6600,6270.0
2023-05-17,Curso Online,Educação,Centro-Oeste,Loja Física,7,500,0.05,3500,3325.0
2023-10-28,Livro Técnico,Livros,Sul,Online,8,200,0.1,1600,1440.0
2023-01-12,Teclado,Eletrônicos,Sudeste,Online,4,250,0.05,1000,950.0
2023-03-27,Mesa Escritório,Móveis,Sudeste,Loja Física,2,1400,0.0,2800,2800.0
2023-10-08,Notebook,Eletrônicos,Norte,Online,1,3500,0.1,3500,3150.0
2023-02-23,Smartphone,Eletrônicos,Centro-Oeste,Loja Física,3,2800,0.0,8400,8400.0
2023-04-28,Monitor,Eletrônicos,Sul,Online,5,1100,0.1,5500,4950.0
2023-09-27,Teclado,Eletrônicos,Nordeste,Loja Física,1,250,0.0,250,250.0
2023-09-01,Armário,Móveis,Centro-Oeste,Online,5,1800,0.15,9000,7650.0
2023-12-24,Livro Técnico,Livros,Norte,Loja Física,3,200,0.15,600,510.0
2023-11-20,Webcam,Eletrônicos,Norte,Loja Física,7,420,0.15,2940,2499.0
2023-06-27,Armário,Móveis,Centro-Oeste,Loja Física,4,1800,0.0,7200,7200.0
2023-07-07,Mesa Escritório,Móveis,Nordeste,Online,5,1400,0.0,7000,7000.0
2023-01-01,Livro Técnico,Livros,Nordeste,Loja Física,3,200,0.05,600,570.0
2023-10-01,Notebook,Eletrônicos,Nordeste,Online,8,3500,0.1,28000,25200.0
2023-08-09,Smartphone,Eletrônicos,Norte,Loja Física,4,2800,0.0,11200,11200.0
2023-04-07,Mesa Escritório,Móveis,Sul,Online,7,1400,0.1,9800,8820.0
2023-11-27,Mesa Escritório,Móveis,Nordeste,Online,7,1400,0.0,9800,9800.0
2023-08-05,Fone Bluetooth,Eletrônicos,Norte,Marketplace,4,350,0.15,1400,1190.0
2023-12-17,Smartphone,Eletrônicos,Nordeste,Loja Física,5,2800,0.15,14000,11900.0
2023-04-07,Mouse,Eletrônicos,Nordeste,Online,3,120,0.0,360,360.0
2023-11-23,Armário,Móveis,Norte,Loja Física,8,1800,0.05,14400,13680.0
2023-04-07,Cadeira Gamer,Móveis,Sudeste,Marketplace,1,950,0.0,950,950.0
2023-01-12,Teclado,Eletrônicos,Nordeste,Online,2,250,0.05,500,475.0
2023-08-13,Webcam,Eletrônicos,Sudeste,Online,1,420,0.0,420,420.0
2023-01-08,Armário,Móveis,Centro-Oeste,Loja Física,4,1800,0.05,7200,6840.0
2023-09-13,Cadeira Gamer,Móveis,Nordeste,Online,8,950,0.0,7600,7600.0
2023-03-16,Notebook,Eletrônicos,Sudeste,Marketplace,5,3500,0.1,17500,15750.0
2023-08-29,Teclado,Eletrônicos,Centro-Oeste,Online,4,250,0.05,1000,950.0
2023-03-04,Webcam,Eletrônicos,Centro-Oeste,Online,4,420,0.1,1680,1512.0
2023-01-18,Monitor,Eletrônicos,Norte,Marketplace,8,1100,0.0,8800,8800.0
2023-04-17,Armário,Móveis,Nordeste,Online,7,1800,0.05,12600,11970.0
2023-11-19,Webcam,Eletrônicos,Norte,Online,1,420,0.15,420,357.0
2023-05-10,Armário,Móveis,Nordeste,Online,5,1800,0.0,9000,9000.0
2023-12-08,Monitor,Eletrônicos,Centro-Oeste,Loja Física,2,1100,0.0,2200,2200.0
2023-01-08,Teclado,Eletrônicos,Sudeste,Loja Física,5,250,0.15,1250,1062.5
2023-05-05,Notebook,Eletrônicos,Centro-Oeste,Marketplace,1,3500,0.15,3500,2975.0
2023-11-02,Teclado,Eletrônicos,Sul,Online,6,250,0.0,1500,1500.0
2023-09-13,Mouse,Eletrônicos,Sudeste,Loja Física,6,120,0.0,720,720.0
2023-11-27,Teclado,Eletrônicos,Centro-Oeste,Online,2,250,0.0,500,500.0
2023-06-12,Livro Técnico,Livros,Sul,Online,6,200,0.1,1200,1080.0
2023-12-19,Mesa Escritório,Móveis,Nordeste,Online,6,1400,0.0,8400,8400.0
2023-09-06,Webcam,Eletrônicos,Nordeste,Marketplace,8,420,0.15,3360,2856.0
2023-12-23,Armário,Móveis,Sul,Marketplace,4,1800,0.15,7200,6120.0
2023-06-28,Cadeira Gamer,Móveis,Norte,Marketplace,8,950,0.05,7600,7220.0
2023-03-24,Mouse,Eletrônicos,Nordeste,Loja Física,3,120,0.1,360,324.0
2023-10-05,Cadeira Gamer,Móveis,Norte,Loja Física,8,950,0.0,7600,7600.0
2023-04-05,Notebook,Eletrônicos,Sul,Loja Física,6,3500,0.15,21000,17850.0
2023-02-02,Fone Bluetooth,Eletrônicos,Norte,Marketplace,7,350,0.0,2450,2450.0
2023-09-12,Livro Técnico,Livros,Nordeste,Loja Física,3,200,0.15,600,510.0
2023-07-29,Fone Bluetooth,Eletrônicos,Sudeste,Marketplace,6,350,0.0,2100,2100.0
2023-12-04,Mouse,Eletrônicos,Sul,Online,1,120,0.0,120,120.0
2023-04-14,Mouse,Eletrônicos,Sudeste,Online,8,120,0.0,960,960.0
2023-10-20,Fone Bluetooth,Eletrônicos,Norte,Marketplace,7,350,0.1,2450,2205.0
2023-12-26,Curso Online,Educação,Nordeste,Online,5,500,0.0,2500,2500.0
2023-11-07,Webcam,Eletrônicos,Sul,Marketplace,2,420,0.0,840,840.0
2023-09-09,Mouse,Eletrônicos,Nordeste,Marketplace,8,120,0.0,960,960.0
2023-08-01,Cadeira Gamer,Móveis,Nordeste,Marketplace,1,950,0.15,950,807.5
2023-01-21,Webcam,Eletrônicos,Sudeste,Online,2,420,0.05,840,798.0
2023-09-23,Mouse,Eletrônicos,Norte,Loja Física,2,120,0.0,240,240.0
2023-04-08,Monitor,Eletrônicos,Sul,Marketplace,4,1100,0.15,4400,3740.0
2023-10-13,Mesa Escritório,Móveis,Nordeste,Marketplace,2,1400,0.15,2800,2380.0
2023-08-23,Webcam,Eletrônicos,Sul,Online,7,420,0.0,2940,2940.0
2023-10-09,Mesa Escritório,Móveis,Norte,Marketplace,6,1400,0.0,8400,8400.0
2023-08-15,Cadeira Gamer,Móveis,Nordeste,Loja Física,6,950,0.15,5700,4845.0
2023-07-31,Fone Bluetooth,Eletrônicos,Norte,Online,7,350,0.05,2450,2327.5
2023-10-16,Livro Técnico,Livros,Norte,Marketplace,4,200,0.1,800,720.0
2023-05-11,Cadeira Gamer,Móveis,Centro-Oeste,Online,8,950,0.1,7600,6840.0
2023-01-18,Smartphone,Eletrônicos,Sul,Loja Física,1,2800,0.15,2800,2380.0
2023-01-04,Smartphone,Eletrônicos,Nordeste,Online,4,2800,0.0,11200,11200.0
2023-12-20,Smartphone,Eletrônicos,Sudeste,Loja Física,3,2800,0.0,8400,8400.0
2023-07-02,Teclado,Eletrônicos,Nordeste,Marketplace,3,250,0.05,750,712.5
2023-05-08,Monitor,Eletrônicos,Sudeste,Marketplace,5,1100,0.05,5500,5225.0
2023-07-24,Curso Online,Educação,Nordeste,Loja Física,4,500,0.0,2000,2000.0
2023-03-30,Armário,Móveis,Nordeste,Online,2,1800,0.15,3600,3060.0
2023-10-23,Mesa Escritório,Móveis,Nordeste,Loja Física,2,1400,0.0,2800,2800.0
2023-08-11,Mesa Escritório,Móveis,Norte,Online,2,1400,0.0,2800,2800.0
2023-11-21,Fone Bluetooth,Eletrônicos,Nordeste,Marketplace,7,350,0.0,2450,2450.0
2023-01-22,Cadeira Gamer,Móveis,Norte,Marketplace,3,950,0.05,2850,2707.5
2023-04-24,Teclado,Eletrônicos,Centro-Oeste,Marketplace,1,250,0.1,250,225.0
2023-10-22,Livro Técnico,Livros,Centro-Oeste,Loja Física,2,200,0.0,400,400.0
2023-07-21,Teclado,Eletrônicos,Sudeste,Loja Física,3,250,0.05,750,712.5
2023-10-20,Webcam,Eletrônicos,Centro-Oeste,Loja Física,1,420,0.15,420,357.0
2023-02-13,Mesa Escritório,Móveis,Sul,Loja Física,7,1400,0.0,9800,9800.0
2023-10-14,Monitor,Eletrônicos,Norte,Online,8,1100,0.1,8800,7920.0
2023-10-15,Curso Online,Educação,Sudeste,Loja Física,4,500,0.0,2000,2000.0
2023-08-09,Cadeira Gamer,Móveis,Centro-Oeste,Loja Física,2,950,0.0,1900,1900.0
2023-07-07,Cadeira Gamer,Móveis,Nordeste,Marketplace,4,950,0.05,3800,3610.0
2023-12-02,Notebook,Eletrônicos,Nordeste,Marketplace,5,3500,0.0,17500,17500.0
2023-08-15,Curso Online,Educação,Sudeste,Online,3,500,0.1,1500,1350.0
2023-04-13,Fone Bluetooth,Eletrônicos,Sudeste,Online,6,350,0.0,2100,2100.0
2023-01-28,Monitor,Eletrônicos,Sudeste,Loja Física,3,1100,0.05,3300,3135.0
2023-12-22,Mouse,Eletrônicos,Centro-Oeste,Online,5,120,0.1,600,540.0
2023-06-19,Monitor,Eletrônicos,Norte,Marketplace,4,1100,0.0,4400,4400.0
2023-05-13,Livro Técnico,Livros,Sul,Marketplace,8,200,0.15,1600,1360.0
2023-12-24,Fone Bluetooth,Eletrônicos,Norte,Marketplace,1,350,0.1,350,315.0
2023-09-27,Notebook,Eletrônicos,Sudeste,Loja Física,5,3500,0.0,17500,17500.0
2023-04-13,Webcam,Eletrônicos,Centro-Oeste,Marketplace,5,420,0.0,2100,2100.0
2023-01-05,Mouse,Eletrônicos,Nordeste,Online,7,120,0.05,840,798.0
2023-01-10,Smartphone,Eletrônicos,Centro-Oeste,Marketplace,7,2800,0.0,19600,19600.0
2023-12-30,Mouse,Eletrônicos,Norte,Marketplace,6,120,0.1,720,648.0
2023-02-15,Teclado,Eletrônicos,Centro-Oeste,Marketplace,4,250,0.15,1000,850.0
2023-12-31,Notebook,Eletrônicos,Norte,Loja Física,1,3500,0.0,3500,3500.0
2023-06-20,Armário,Móveis,Sudeste,Loja Física,7,1800,0.0,12600,12600.0
2023-12-17,Cadeira Gamer,Móveis,Sul,Marketplace,6,950,0.05,5700,5415.0
2023-05-22,Notebook,Eletrônicos,Sudeste,Marketplace,5,3500,0.1,17500,15750.0
2023-05-24,Monitor,Eletrônicos,Centro-Oeste,Marketplace,3,1100,0.05,3300,3135.0
2023-03-12,Mouse,Eletrônicos,Norte,Marketplace,7,120,0.15,840,714.0
2023-12-18,Monitor,Eletrônicos,Norte,Online,7,1100,0.0,7700,7700.0
2023-08-07,Smartphone,Eletrônicos,Norte,Online,6,2800,0.1,16800,15120.0
2023-04-16,Fone Bluetooth,Eletrônicos,Norte,Marketplace,3,350,0.15,1050,892.5
2023-04-14,Teclado,Eletrônicos,Sul,Loja Física,5,250,0.15,1250,1062.5
2023-03-16,Fone Bluetooth,Eletrônicos,Sudeste,Marketplace,3,350,0.05,1050,997.5
2023-09-30,Webcam,Eletrônicos,Nordeste,Online,2,420,0.0,840,840.0
2023-01-16,Cadeira Gamer,Móveis,Nordeste,Loja Física,7,950,0.1,6650,5985.0
2023-11-23,Webcam,Eletrônicos,Sul,Online,5,420,0.0,2100,2100.0
2023-03-09,Teclado,Eletrônicos,Norte,Loja Física,1,250,0.15,250,212.5
2023-11-07,Curso Online,Educação,Sul,Online,4,500,0.15,2000,1700.0
2023-12-18,Notebook,Eletrônicos,Centro-Oeste,Online,6,3500,0.0,21000,21000.0
2023-09-15,Curso Online,Educação,Sul,Loja Física,8,500,0.05,4000,3800.0
2023-09-09,Armário,Móveis,Sul,Online,3,1800,0.0,5400,5400.0
2023-01-17,Mesa Escritório,Móveis,Centro-Oeste,Online,1,1400,0.05,1400,1330.0
2023-12-10,Monitor,Eletrônicos,Sul,Loja Física,4,1100,0.0,4400,4400.0
2023-11-12,Armário,Móveis,Sul,Loja Física,6,1800,0.1,10800,9720.0
2023-07-27,Notebook,Eletrônicos,Centro-Oeste,Marketplace,7,3500,0.05,24500,23275.0
2023-10-20,Curso Online,Educação,Sudeste,Loja Física,1,500,0.15,500,425.0
2023-08-22,Notebook,Eletrônicos,Norte,Loja Física,4,3500,0.15,14000,11900.0
2023-01-21,Livro Técnico,Livros,Sudeste,Online,7,200,0.15,1400,1190.0
2023-05-30,Armário,Móveis,Nordeste,Loja Física,7,1800,0.05,12600,11970.0
2023-03-27,Mesa Escritório,Móveis,Sudeste,Marketplace,5,1400,0.15,7000,5950.0
2023-09-22,Teclado,Eletrônicos,Sudeste,Marketplace,8,250,0.1,2000,1800.0
2023-09-14,Mouse,Eletrônicos,Norte,Online,3,120,0.15,360,306.0
2023-07-21,Mesa Escritório,Móveis,Sudeste,Online,6,1400,0.1,8400,7560.0
2023-08-21,Curso Online,Educação,Sudeste,Loja Física,4,500,0.1,2000,1800.0
2023-06-15,Webcam,Eletrônicos,Sudeste,Online,3,420,0.0,1260,1260.0
2023-12-28,Armário,Móveis,Norte,Marketplace,6,1800,0.0,10800,10800.0
2023-07-16,Webcam,Eletrônicos,Norte,Loja Física,3,420,0.1,1260,1134.0
2023-01-23,Teclado,Eletrônicos,Sul,Online,6,250,0.15,1500,1275.0
2023-03-16,Teclado,Eletrônicos,Nordeste,Loja Física,1,250,0.1,250,225.0
2023-08-17,Smartphone,Eletrônicos,Sul,Online,3,2800,0.0,8400,8400.0
2023-01-02,Curso Online,Educação,Centro-Oeste,Loja Física,5,500,0.0,2500,2500.0
2023-09-13,Livro Técnico,Livros,Centro-Oeste,Online,1,200,0.15,200,170.0
2023-04-22,Curso Online,Educação,Centro-Oeste,Loja Física,8,500,0.1,4000,3600.0
2023-02-10,Curso Online,Educação,Norte,Loja Física,1,500,0.0,500,500.0
2023-11-14,Fone Bluetooth,Eletrônicos,Sul,Online,4,350,0.0,1400,1400.0
2023-01-29,Fone Bluetooth,Eletrônicos,Sul,Online,6,350,0.0,2100,2100.0
2023-12-08,Curso Online,Educação,Sudeste,Online,5,500,0.05,2500,2375.0
2023-02-25,Mesa Escritório,Móveis,Nordeste,Marketplace,3,1400,0.0,4200,4200.0
2023-12-05,Webcam,Eletrônicos,Norte,Loja Física,3,420,0.1,1260,1134.0
2023-01-19,Mouse,Eletrônicos,Nordeste,Loja Física,5,120,0.05,600,570.0
2023-02-04,Mesa Escritório,Móveis,Centro-Oeste,Online,2,1400,0.05,2800,2660.0
2023-03-04,Webcam,Eletrônicos,Norte,Loja Física,5,420,0.05,2100,1995.0
2023-09-26,Monitor,Eletrônicos,Sudeste,Online,4,1100,0.15,4400,3740.0
2023-10-20,Webcam,Eletrônicos,Norte,Marketplace,2,420,0.1,840,756.0
2023-05-28,Mesa Escritório,Móveis,Norte,Marketplace,6,1400,0.05,8400,7980.0
2023-11-16,Cadeira Gamer,Móveis,Norte,Loja Física,3,950,0.15,2850,2422.5
2023-09-24,Webcam,Eletrônicos,Sul,Marketplace,8,420,0.1,3360,3024.0
2023-04-30,Webcam,Eletrônicos,Sudeste,Online,5,420,0.0,2100,2100.0
2023-01-13,Armário,Móveis,Norte,Loja Física,2,1800,0.0,3600,3600.0
2023-07-31,Notebook,Eletrônicos,Norte,Marketplace,6,3500,0.05,21000,19950.0
2023-04-19,Notebook,Eletrônicos,Nordeste,Online,4,3500,0.05,14000,13300.0
2023-06-07,Smartphone,Eletrônicos,Sudeste,Marketplace,6,2800,0.0,16800,16800.0
2023-06-20,Cadeira Gamer,Móveis,Norte,Online,7,950,0.15,6650,5652.5
2023-03-31,Monitor,Eletrônicos,Centro-Oeste,Loja Física,6,1100,0.05,6600,6270.0
2023-01-19,Fone Bluetooth,Eletrônicos,Sul,Marketplace,3,350,0.1,1050,945.0
2023-08-24,Livro Técnico,Livros,Centro-Oeste,Marketplace,6,200,0.1,1200,1080.0
2023-01-29,Livro Técnico,Livros,Nordeste,Marketplace,5,200,0.15,1000,850.0
2023-10-02,Notebook,Eletrônicos,Nordeste,Loja Física,4,3500,0.15,14000,11900.0
2023-02-03,Teclado,Eletrônicos,Nordeste,Loja Física,5,250,0.0,1250,1250.0
2023-11-17,Livro Técnico,Livros,Norte,Loja Física,3,200,0.15,600,510.0
2023-04-06,Curso Online,Educação,Nordeste,Marketplace,2,500,0.05,1000,950.0
2023-01-17,Smartphone,Eletrônicos,Centro-Oeste,Online,7,2800,0.0,19600,19600.0
2023-07-10,Armário,Móveis,Norte,Loja Física,5,1800,0.0,9000,9000.0
2023-03-31,Mouse,Eletrônicos,Sul,Online,6,120,0.0,720,720.0
2023-08-16,Livro Técnico,Livros,Norte,Online,1,200,0.1,200,180.0
2023-04-08,Cadeira Gamer,Móveis,Nordeste,Loja Física,8,950,0.15,7600,6460.0
2023-03-15,Mouse,Eletrônicos,Sudeste,Loja Física,3,120,0.0,360,360.0
2023-07-18,Webcam,Eletrônicos,Nordeste,Online,2,420,0.0,840,840.0
2023-12-18,Curso Online,Educação,Centro-Oeste,Online,2,500,0.05,1000,950.0
2023-02-22,Livro Técnico,Livros,Norte,Loja Física,5,200,0.0,1000,1000.0
2023-11-24,Monitor,Eletrônicos,Sul,Loja Física,6,1100,0.0,6600,6600.0
2023-05-22,Livro Técnico,Livros,Sudeste,Loja Física,6,200,0.1,1200,1080.0
2023-03-18,Teclado,Eletrônicos,Sudeste,Marketplace,5,250,0.0,1250,1250.0
2023-10-14,Livro Técnico,Livros,Norte,Loja Física,2,200,0.0,400,400.0
2023-10-09,Cadeira Gamer,Móveis,Nordeste,Marketplace,5,950,0.0,4750,4750.0
2023-05-06,Teclado,Eletrônicos,Norte,Loja Física,2,250,0.05,500,475.0
2023-10-04,Armário,Móveis,Sudeste,Loja Física,1,1800,0.0,1800,1800.0
2023-12-12,Notebook,Eletrônicos,Sudeste,Online,2,3500,0.1,7000,6300.0
2023-08-07,Mesa Escritório,Móveis,Norte,Marketplace,3,1400,0.15,4200,3570.0
2023-12-20,Webcam,Eletrônicos,Nordeste,Loja Física,8,420,0.15,3360,2856.0
2023-06-20,Monitor,Eletrônicos,Norte,Online,2,1100,0.1,2200,1980.0
2023-02-17,Webcam,Eletrônicos,Centro-Oeste,Loja Física,8,420,0.0,3360,3360.0
2023-12-17,Fone Bluetooth,Eletrônicos,Sul,Online,8,350,0.1,2800,2520.0
2023-03-15,Curso Online,Educação,Centro-Oeste,Online,5,500,0.05,2500,2375.0
2023-12-25,Fone Bluetooth,Eletrônicos,Centro-Oeste,Loja Física,6,350,0.05,2100,1995.0
2023-01-16,Mouse,Eletrônicos,Nordeste,Loja Física,8,120,0.0,960,960.0
2023-08-25,Teclado,Eletrônicos,Norte,Marketplace,5,250,0.05,1250,1187.5
2023-03-07,Livro Técnico,Livros,Sudeste,Loja Física,2,200,0.1,400,360.0
2023-10-12,Fone Bluetooth,Eletrônicos,Norte,Loja Física,2,350,0.05,700,665.0
2023-07-25,Curso Online,Educação,Norte,Online,7,500,0.0,3500,3500.0
2023-10-08,Teclado,Eletrônicos,Sudeste,Loja Física,8,250,0.1,2000,1800.0
2023-04-17,Webcam,Eletrônicos,Norte,Loja Física,7,420,0.1,2940,2646.0
2023-10-06,Webcam,Eletrônicos,Sudeste,Marketplace,4,420,0.0,1680,1680.0
2023-12-31,Curso Online,Educação,Norte,Marketplace,8,500,0.0,4000,4000.0
2023-08-26,Cadeira Gamer,Móveis,Sul,Loja Física,2,950,0.1,1900,1710.0
2023-07-27,Mouse,Eletrônicos,Centro-Oeste,Loja Física,2,120,0.15,240,204.0
2023-09-11,Fone Bluetooth,Eletrônicos,Sul,Online,1,350,0.0,350,350.0
2023-10-25,Fone Bluetooth,Eletrônicos,Sul,Loja Física,1,350,0.0,350,350.0
2023-09-30,Smartphone,Eletrônicos,Norte,Loja Física,7,2800,0.15,19600,16660.0
2023-04-11,Monitor,Eletrônicos,Norte,Marketplace,6,1100,0.05,6600,6270.0
2023-06-05,Mesa Escritório,Móveis,Norte,Online,6,1400,0.0,8400,8400.0
2023-11-10,Livro Técnico,Livros,Nordeste,Online,7,200,0.0,1400,1400.0
2023-07-09,Livro Técnico,Livros,Norte,Loja Física,1,200,0.0,200,200.0
2023-02-26,Smartphone,Eletrônicos,Centro-Oeste,Marketplace,1,2800,0.0,2800,2800.0
2023-10-30,Mesa Escritório,Móveis,Centro-Oeste,Loja Física,6,1400,0.1,8400,7560.0
2023-08-11,Livro Técnico,Livros,Centro-Oeste,Online,4,200,0.0,800,800.0
2023-04-07,Livro Técnico,Livros,Centro-Oeste,Online,7,200,0.05,1400,1330.0
2023-05-28,Fone Bluetooth,Eletrônicos,Sudeste,Online,3,350,0.0,1050,1050.0
2023-11-28,Notebook,Eletrônicos,Centro-Oeste,Online,3,3500,0.1,10500,9450.0
2023-02-13,Teclado,Eletrônicos,Norte,Loja Física,7,250,0.1,1750,1575.0
2023-11-16,Teclado,Eletrônicos,Centro-Oeste,Marketplace,8,250,0.15,2000,1700.0
2023-08-19,Mesa Escritório,Móveis,Sul,Loja Física,6,1400,0.0,8400,8400.0
2023-11-06,Notebook,Eletrônicos,Norte,Loja Física,8,3500,0.0,28000,28000.0
2023-07-30,Livro Técnico,Livros,Sudeste,Marketplace,6,200,0.0,1200,1200.0
2023-09-05,Webcam,Eletrônicos,Norte,Loja Física,6,420,0.0,2520,2520.0
2023-12-20,Mouse,Eletrônicos,Nordeste,Loja Física,3,120,0.15,360,306.0
2023-09-22,Mouse,Eletrônicos,Centro-Oeste,Marketplace,2,120,0.0,240,240.0
2023-12-06,Fone Bluetooth,Eletrônicos,Norte,Loja Física,2,350,0.15,700,595.0
2023-11-10,Notebook,Eletrônicos,Sudeste,Loja Física,6,3500,0.15,21000,17850.0
2023-08-21,Livro Técnico,Livros,Nordeste,Loja Física,8,200,0.15,1600,1360.0
2023-06-30,Smartphone,Eletrônicos,Sudeste,Marketplace,5,2800,0.0,14000,14000.0
2023-11-02,Webcam,Eletrônicos,Nordeste,Online,5,420,0.15,2100,1785.0
2023-11-19,Armário,Móveis,Sudeste,Marketplace,3,1800,0.15,5400,4590.0
2023-05-30,Webcam,Eletrônicos,Centro-Oeste,Online,1,420,0.05,420,399.0
2023-03-06,Livro Técnico,Livros,Nordeste,Online,2,200,0.05,400,380.0
2023-11-12,Smartphone,Eletrônicos,Sudeste,Marketplace,5,2800,0.05,14000,13300.0
2023-02-27,Curso Online,Educação,Sul,Marketplace,3,500,0.15,1500,1275.0
2023-08-17,Cadeira Gamer,Móveis,Sul,Loja Física,3,950,0.05,2850,2707.5
2023-04-03,Livro Técnico,Livros,Sudeste,Online,1,200,0.05,200,190.0
2023-11-01,Teclado,Eletrônicos,Centro-Oeste,Online,8,250,0.1,2000,1800.0
2023-12-05,Armário,Móveis,Norte,Marketplace,3,1800,0.0,5400,5400.0
2023-06-26,Notebook,Eletrônicos,Sudeste,Online,5,3500,0.0,17500,17500.0
2023-08-26,Mesa Escritório,Móveis,Centro-Oeste,Marketplace,8,1400,0.05,11200,10640.0
2023-09-30,Monitor,Eletrônicos,Centro-Oeste,Loja Física,7,1100,0.1,7700,6930.0
2023-03-16,Livro Técnico,Livros,Nordeste,Loja Física,7,200,0.0,1400,1400.0
2023-07-15,Fone Bluetooth,Eletrônicos,Sudeste,Online,6,350,0.15,2100,1785.0
2023-09-30,Fone Bluetooth,Eletrônicos,Norte,Marketplace,6,350,0.1,2100,1890.0
2023-05-20,Cadeira Gamer,Móveis,Sudeste,Loja Física,5,950,0.05,4750,4512.5
2023-12-02,Curso Online,Educação,Sul,Marketplace,7,500,0.1,3500,3150.0
2023-12-11,Curso Online,Educação,Nordeste,Marketplace,4,500,0.15,2000,1700.0
2023-12-20,Teclado,Eletrônicos,Sudeste,Marketplace,6,250,0.15,1500,1275.0
2023-01-05,Mouse,Eletrônicos,Sudeste,Marketplace,1,120,0.1,120,108.0
2023-02-23,Fone Bluetooth,Eletrônicos,Sul,Marketplace,8,350,0.05,2800,2660.0
2023-05-26,Smartphone,Eletrônicos,Sudeste,Marketplace,4,2800,0.0,11200,11200.0
2023-02-17,Notebook,Eletrônicos,Sudeste,Marketplace,4,3500,0.15,14000,11900.0
2023-03-03,Mouse,Eletrônicos,Norte,Online,3,120,0.1,360,324.0
2023-02-26,Webcam,Eletrônicos,Nordeste,Loja Física,3,420,0.05,1260,1197.0
2023-12-05,Mouse,Eletrônicos,Centro-Oeste,Marketplace,8,120,0.05,960,912.0
2023-12-08,Cadeira Gamer,Móveis,Sudeste,Loja Física,5,950,0.0,4750,4750.0
2023-02-01,Mesa Escritório,Móveis,Sudeste,Loja Física,7,1400,0.05,9800,9310.0
2023-05-16,Teclado,Eletrônicos,Centro-Oeste,Online,8,250,0.0,2000,2000.0
2023-11-09,Mesa Escritório,Móveis,Sudeste,Online,3,1400,0.1,4200,3780.0
2023-10-04,Mesa Escritório,Móveis,Sudeste,Loja Física,4,1400,0.15,5600,4760.0
2023-05-13,Mouse,Eletrônicos,Sudeste,Marketplace,1,120,0.0,120,120.0
2023-05-09,Armário,Móveis,Sul,Marketplace,1,1800,0.1,1800,1620.0
2023-11-24,Notebook,Eletrônicos,Nordeste,Online,1,3500,0.1,3500,3150.0
2023-12-25,Cadeira Gamer,Móveis,Sudeste,Marketplace,7,950,0.15,6650,5652.5
2023-12-29,Armário,Móveis,Centro-Oeste,Marketplace,8,1800,0.1,14400,12960.0
